id,price,qty,quoteQty,time,isBuyerMaker,isBestMatch
4000000001,64999.79,0.04507288,2929.72773470,1704153600031,false,true
4000000002,64999.61,0.02036079,1323.44340929,1704153600042,true,true
4000000003,64999.30,0.05360026,3483.97937982,1704153600129,false,true
4000000004,65000.24,0.05342759,3472.80617262,1704153600227,true,true
4000000005,65000.59,0.10980120,7137.14278271,1704153600227,true,true
4000000006,65001.35,0.02090307,1358.72776914,1704153600248,false,true
4000000007,65002.60,0.04327803,2813.18447288,1704153600260,false,true
4000000008,65003.72,0.02563836,1666.58877470,1704153600423,true,true
4000000009,64999.97,0.03473989,2258.09180780,1704153600523,false,true
4000000010,65000.92,0.02406066,1563.96503581,1704153600630,true,true
4000000011,65000.80,0.04191665,2724.61578332,1704153600672,false,true
4000000012,65001.71,0.06167965,4009.28272220,1704153600712,false,true
4000000013,65000.81,0.03251171,2113.28748449,1704153600741,false,true
4000000014,65000.45,0.20305473,13198.64882463,1704153600858,true,true
4000000015,65001.55,0.11734672,7627.71868742,1704153600917,false,true
4000000016,65003.59,0.04725727,3071.89220360,1704153601061,true,true
4000000017,65004.95,0.02102718,1366.87078454,1704153601065,false,true
4000000018,65004.50,0.07718477,5017.35738146,1704153601422,false,true
4000000019,65005.39,0.03468755,2254.87771589,1704153601484,true,true
4000000020,65006.75,0.03558497,2313.26324855,1704153601519,false,true
4000000021,65005.71,0.04192273,2725.21682879,1704153601804,true,true
4000000022,65004.90,0.06416639,4171.12976531,1704153601893,true,true
4000000023,65005.27,0.05530175,3594.90519022,1704153602016,false,true
4000000024,65005.66,0.02726098,1772.11799715,1704153602076,false,true
4000000025,65007.42,0.04911080,3192.56640214,1704153602322,true,true
4000000026,65009.70,0.05357563,3482.93563361,1704153602418,true,true
4000000027,65009.48,0.11745034,7635.38552922,1704153602489,false,true
4000000028,65006.08,0.07660034,4979.48783007,1704153602527,true,true
4000000029,65005.18,0.04993073,3245.75609118,1704153602782,true,true
4000000030,65004.57,0.11319295,7358.05904178,1704153602802,true,true
4000000031,65004.71,0.02374209,1543.34767524,1704153602896,true,true
4000000032,65005.98,0.05009552,3256.50837121,1704153603226,false,true
4000000033,65007.94,0.02287546,1487.08653115,1704153603233,false,true
4000000034,65010.44,0.01823738,1185.62009825,1704153603316,false,true
4000000035,65012.64,0.07666569,4984.23890432,1704153603333,true,true
4000000036,65010.85,0.05622023,3654.92493950,1704153603590,false,true
4000000037,65009.97,0.06059777,3939.45920977,1704153603753,true,true
4000000038,65010.34,0.08197374,5329.14070847,1704153603884,true,true
4000000039,65008.74,0.06580746,4278.06005720,1704153603915,false,true
4000000040,65007.74,0.09869691,6416.06306408,1704153603946,false,true
4000000041,65009.57,0.07206629,4684.99852440,1704153604240,false,true
4000000042,65009.92,0.04186476,2721.62469842,1704153604378,false,true
4000000043,65010.09,0.06828223,4439.03391770,1704153604483,true,true
4000000044,65007.62,0.05984015,3890.06573194,1704153604509,true,true
4000000045,65008.87,0.07199261,4680.15822445,1704153604587,false,true
4000000046,65008.59,0.02053658,1335.05410922,1704153604599,true,true
4000000047,65007.52,0.06842857,4448.37163285,1704153604634,true,true
4000000048,65008.09,0.09193318,5976.40043943,1704153604674,false,true
4000000049,65008.09,0.19473296,12659.21778965,1704153604920,false,true
4000000050,65007.65,0.04708265,3060.73243227,1704153605146,true,true
4000000051,65010.86,0.03834922,2493.11577253,1704153605168,true,true
4000000052,65009.87,0.05191007,3374.66690239,1704153605175,false,true
4000000053,65006.85,0.16625182,10807.50712497,1704153605366,false,true
4000000054,65005.41,0.05959338,3873.89210019,1704153606039,true,true
4000000055,65003.27,0.03602155,2341.51854047,1704153606082,false,true
4000000056,65005.12,0.04285471,2785.77556612,1704153606254,true,true
4000000057,65006.90,0.06611665,4298.03845488,1704153606493,true,true
4000000058,65008.90,0.17910136,11643.18240210,1704153606518,false,true
4000000059,65007.12,0.03014675,1959.75339486,1704153606533,false,true
4000000060,65007.95,0.03752840,2439.64435078,1704153606653,true,true
4000000061,65006.29,0.07355758,4781.70537718,1704153606994,true,true
4000000062,65006.93,0.12461521,8100.85223341,1704153607056,false,true
4000000063,65006.36,0.03198863,2079.46439769,1704153607230,false,true
4000000064,65007.78,0.06698453,4354.51558964,1704153607923,true,true
4000000065,65008.67,0.06013415,3909.24111308,1704153608261,false,true
4000000066,65010.83,0.02159227,1403.73139428,1704153608282,false,true
4000000067,65011.95,0.02226364,1447.40265050,1704153608827,true,true
4000000068,65011.85,0.04699781,3055.41457405,1704153608871,true,true
4000000069,65010.10,0.01485291,965.58916439,1704153608886,false,true
4000000070,65011.52,0.08035870,5224.24123222,1704153609002,false,true
4000000071,65011.32,0.03363345,2186.55498065,1704153609040,true,true
4000000072,65008.22,0.05491676,3570.04081577,1704153609052,true,true
4000000073,65007.20,0.06249617,4062.70102242,1704153609236,false,true
4000000074,65006.47,0.03506329,2279.34070949,1704153609336,true,true
4000000075,65006.29,0.05186957,3371.84830960,1704153609604,false,true
4000000076,65007.77,0.03259810,2119.12978724,1704153609713,true,true
4000000077,65008.22,0.06428108,4178.79859048,1704153609999,false,true
4000000078,65009.03,0.01596480,1037.85616214,1704153610028,true,true
4000000079,65009.03,0.06612070,4298.44256992,1704153610297,true,true
4000000080,65007.37,0.07948732,5167.26162155,1704153610629,false,true
4000000081,65009.95,0.01456616,946.94533329,1704153610895,true,true
4000000082,65012.26,0.05820857,3784.27068707,1704153611228,false,true
4000000083,65013.18,0.01607610,1045.15838300,1704153611266,true,true
4000000084,65013.34,0.03782258,2458.97225322,1704153611510,true,true
4000000085,65013.79,0.14849273,9654.07516475,1704153611555,false,true
4000000086,65014.08,0.03305595,2149.10217778,1704153611581,false,true
4000000087,65012.73,0.14391641,9356.39870590,1704153611621,true,true
4000000088,65011.82,0.03123082,2030.37244829,1704153611717,true,true
4000000089,65012.48,0.04476153,2910.05807389,1704153611741,true,true
4000000090,65013.57,0.04479500,2912.28286815,1704153611812,false,true
4000000091,65013.40,0.02984916,1940.59537874,1704153611901,true,true
4000000092,65011.99,0.08405748,5464.74404919,1704153612055,false,true
4000000093,65015.26,0.05073198,3298.35287001,1704153612213,true,true
4000000094,65015.15,0.02046994,1330.85621959,1704153612222,false,true
4000000095,65014.49,0.03153088,2049.96408245,1704153612457,false,true
4000000096,65014.26,0.03038852,1975.68714030,1704153612522,false,true
4000000097,65013.28,0.06676182,4340.40489697,1704153612590,false,true
4000000098,65015.29,0.03593579,2336.37580823,1704153612709,true,true
4000000099,65014.72,0.10248078,6662.75921708,1704153612751,false,true
4000000100,65013.01,0.07003667,4553.29472708,1704153612829,true,true
4000000101,65012.08,0.05796964,3768.72687325,1704153613118,false,true
4000000102,65012.33,0.03520919,2289.03147931,1704153613208,false,true
4000000103,65011.46,0.03344870,2174.54882210,1704153613381,true,true
4000000104,65010.98,0.03424002,2225.97725542,1704153613384,false,true
4000000105,65011.03,0.09878362,6422.02488333,1704153613393,true,true
4000000106,65009.30,0.07710228,5012.36525120,1704153613541,false,true
4000000107,65008.23,0.05079886,3302.34397462,1704153613541,true,true
4000000108,65008.24,0.01787315,1161.90202476,1704153613610,false,true
4000000109,65009.86,0.19282203,12535.33317522,1704153613616,true,true
4000000110,65009.87,0.16034605,10424.07586551,1704153613818,false,true
4000000111,65007.76,0.01062363,690.61838937,1704153614192,true,true
4000000112,65009.29,0.02969583,1930.50482426,1704153614279,true,true
4000000113,65010.17,0.02581217,1678.05355977,1704153614449,true,true
4000000114,65009.07,0.05382121,3498.86680837,1704153614575,false,true
4000000115,65009.24,0.02422348,1574.75002496,1704153614615,true,true
4000000116,65010.28,0.06294736,4092.22549886,1704153614663,false,true
4000000117,65009.52,0.04607556,2995.35003933,1704153614811,false,true
4000000118,65009.38,0.04050979,2633.51633183,1704153614908,false,true
4000000119,65008.54,0.06145063,3994.81573838,1704153615202,false,true
4000000120,65006.63,0.03136265,2038.78018437,1704153615383,true,true
4000000121,65006.52,0.05227805,3398.41410289,1704153615558,false,true
4000000122,65008.67,0.01531837,995.82686027,1704153615730,false,true
4000000123,65006.80,0.03960045,2574.29853306,1704153615760,false,true
4000000124,65006.48,0.05293981,3441.43069997,1704153615902,false,true
4000000125,65005.77,0.06130508,3985.18393031,1704153615919,false,true
4000000126,65005.53,0.04535609,2948.39666918,1704153616022,false,true
4000000127,65007.56,0.05785338,3760.90707155,1704153616099,false,true
4000000128,65008.89,0.05998155,3899.33398598,1704153616148,false,true
4000000129,65008.99,0.02787338,1812.02028169,1704153616370,true,true
4000000130,65008.98,0.06407450,4165.41788901,1704153616466,false,true
4000000131,65010.31,0.04998388,3249.46753380,1704153616655,true,true
4000000132,65008.92,0.02202844,1432.04509368,1704153616682,true,true
4000000133,65009.74,0.05225219,3396.90128633,1704153616820,false,true
4000000134,65008.82,0.04241209,2757.15992463,1704153617002,true,true
4000000135,65009.79,0.10203337,6633.16795669,1704153617017,true,true
4000000136,65011.35,0.01224412,796.00677076,1704153617020,false,true
4000000137,65010.53,0.11523433,7491.44486749,1704153617083,true,true
4000000138,65010.41,0.03961503,2575.38934246,1704153617206,true,true
4000000139,65012.39,0.09264946,6023.36282681,1704153617320,true,true
4000000140,65015.37,0.16404195,10665.24807477,1704153617373,true,true
4000000141,65014.13,0.06427381,4178.70583894,1704153617425,true,true
4000000142,65015.69,0.02024542,1316.26995064,1704153617829,false,true
4000000143,65013.92,0.02140957,1391.92007121,1704153617900,true,true
4000000144,65013.54,0.01062608,690.83907712,1704153618106,false,true
4000000145,65011.94,0.04244384,2759.35637945,1704153618270,false,true
4000000146,65011.62,0.16020638,10415.27629814,1704153618281,true,true
4000000147,65012.41,0.03690276,2399.13736325,1704153618398,false,true
4000000148,65012.16,0.05524689,3591.71965218,1704153618423,true,true
4000000149,65012.76,0.14183167,9220.86832211,1704153618688,false,true
4000000150,65012.41,0.03156494,2052.11282091,1704153619057,false,true
4000000151,65014.37,0.08166125,5309.15472216,1704153619234,false,true
4000000152,65013.62,0.02235271,1453.23059391,1704153619430,false,true
4000000153,65014.47,0.06320756,4109.40601339,1704153619475,true,true
4000000154,65013.06,0.03583506,2329.74690588,1704153619544,true,true
4000000155,65013.03,0.02920763,1898.87652542,1704153619583,true,true
4000000156,65013.02,0.06778057,4406.61955302,1704153619598,false,true
4000000157,65010.65,0.03983736,2589.85266788,1704153619628,false,true
4000000158,65008.36,0.05501082,3576.16319046,1704153619720,true,true
4000000159,65008.22,0.06551618,4259.09024300,1704153619752,false,true
4000000160,65008.32,0.05479071,3561.85200871,1704153619792,true,true
4000000161,65010.12,0.04423521,2875.73631033,1704153619808,true,true
4000000162,65011.25,0.02994060,1946.47583175,1704153619914,true,true
4000000163,65009.73,0.05657610,3677.99698545,1704153619920,false,true
4000000164,65011.25,0.03903761,2537.88382311,1704153619984,true,true
4000000165,65013.05,0.07307587,4750.88519010,1704153620004,false,true
4000000166,65011.92,0.04108323,2670.89966210,1704153620019,true,true
4000000167,65012.10,0.02211224,1437.56315810,1704153620050,true,true
4000000168,65010.55,0.04556828,2962.41894535,1704153620295,false,true
4000000169,65011.77,0.04842234,3148.02203094,1704153620412,true,true
4000000170,65011.55,0.01167889,759.26274118,1704153620441,false,true
4000000171,65011.10,0.03716552,2416.17133727,1704153620450,false,true
4000000172,65012.67,0.05055496,3286.71293134,1704153620493,true,true
4000000173,65012.93,0.12719778,8269.50036730,1704153620568,true,true
4000000174,65011.68,0.01421393,924.07146870,1704153620690,true,true
4000000175,65009.91,0.01527801,993.22205508,1704153620788,false,true
4000000176,65008.03,0.01750064,1137.68213014,1704153620797,true,true
4000000177,65008.65,0.07797271,5068.90061394,1704153620902,true,true
4000000178,65008.47,0.06750345,4388.29600422,1704153621052,true,true
4000000179,65010.05,0.03897321,2533.65033076,1704153621062,false,true
4000000180,65011.53,0.05856837,3807.61934331,1704153621098,false,true
4000000181,65014.61,0.11497271,7474.90590129,1704153621205,true,true
4000000182,65019.99,0.02435723,1583.70685103,1704153621244,true,true
4000000183,65022.32,0.06433907,4183.47559804,1704153621375,false,true
4000000184,65023.10,0.04130292,2685.64389745,1704153621500,true,true
4000000185,65022.47,0.05068662,3295.76922835,1704153621550,false,true
4000000186,65021.11,0.01769339,1150.44385746,1704153621697,false,true
4000000187,65020.29,0.20367149,13242.77934453,1704153621796,true,true
4000000188,65019.09,0.05786117,3762.08061974,1704153622235,false,true
4000000189,65017.67,0.07523293,4891.46981587,1704153622368,true,true
4000000190,65016.24,0.04244390,2759.54278894,1704153622424,false,true
4000000191,65016.32,0.02158265,1403.22447885,1704153622452,true,true
4000000192,65013.19,0.03290047,2138.96450720,1704153622601,false,true
4000000193,65015.98,0.15251687,9916.03376958,1704153622635,true,true
4000000194,65016.97,0.09451839,6145.29932708,1704153622647,true,true
4000000195,65020.13,0.04687817,3048.02470756,1704153622662,false,true
4000000196,65020.96,0.02708657,1761.19478451,1704153622750,true,true
